"Class Code","Subject Code","Class Name","Subject Name","Class Suffix","Faculty Name","Faculty Code","BOS Class Code","BOS Code 2","BOS Code 3","ClassNameGuid","FacultyGuid"
"1ACC112","1ACC11","Accounting Unit 1 VCE2","Accounting Unit 1 VCE","2","HUMANITIES_ACCOUNTING","ACC","AC011","2","","{B941F8CB-3A93-4302-82E0-7B871635C30C}","{F149CC97-8F04-4341-AAD5-0A71A61C38F1}"
"1ACC125","1ACC12","Accounting Unit 3 VCE5","Accounting Unit 3 VCE","5","HUMANITIES_ACCOUNTING","ACC","AC033","5","","{7A89CA5F-8D97-4C97-84AE-BDAFFC769ECE}","{F149CC97-8F04-4341-AAD5-0A71A61C38F1}"
"1AFP107","1AFP10","Visual Arts Folio Preparation Year 10 Sem 1 Wed7","Visual Arts Folio Preparation Year 10 Sem 1 Wed","7","ARTS_VISUAL ARTS","ART","","","","{7D0B314A-7F28-488C-B837-DA5B53914961}","{FA553E4A-32C4-4874-AB53-EB753F4D03B6}"
"1AID096","1AID09","Architectual Drawing & Int. Design Year 9 Sem 16","Architectual Drawing & Int. Design Year 9 Sem 1","6","ARTS_VISUAL ARTS","ART","","","","{CAF82DC4-C888-4DD4-80CE-1E60DB137D71}","{FA553E4A-32C4-4874-AB53-EB753F4D03B6}"
"1AME113","1AME11","Art Making and Exhibiting Unit 1 VCE3","Art Making and Exhibiting Unit 1 VCE","3","ARTS_VISUAL ARTS","ART","SA011","3","","{B25CB783-2ACD-47D2-8314-8E89948C263F}","{FA553E4A-32C4-4874-AB53-EB753F4D03B6}"
"1AME123","1AME12","Art Making and Exhibiting Unit 3 VCE3","Art Making and Exhibiting Unit 3 VCE","3","ARTS_VISUAL ARTS","ART","SA033","3","","{B7F068C0-EA0E-4E27-BA36-146723E5D1BC}","{FA553E4A-32C4-4874-AB53-EB753F4D03B6}"
"1ART07B","1ART07","Art Year 7 Sem 1B","Art Year 7 Sem 1","B","ARTS_VISUAL ARTS","ART","","","","{D932FB13-0EF6-4928-9C69-CB2107D7D2C3}","{FA553E4A-32C4-4874-AB53-EB753F4D03B6}"
"1ART07D","1ART07","Art Year 7 Sem 1D","Art Year 7 Sem 1","D","ARTS_VISUAL ARTS","ART","","","","{AE0DEAA0-21C1-43CD-9A39-B019256B5DF2}","{FA553E4A-32C4-4874-AB53-EB753F4D03B6}"
"1ART08A","1ART08","Art Year 8 Sem 1A","Art Year 8 Sem 1","A","ARTS_VISUAL ARTS","ART","","","","{50E3966C-DE78-4175-8C83-FC8D0631098A}","{FA553E4A-32C4-4874-AB53-EB753F4D03B6}"
"1ART08C","1ART08","Art Year 8 Sem 1C","Art Year 8 Sem 1","C","ARTS_VISUAL ARTS","ART","","","","{FED80106-6CE6-4F69-8A56-796E5DE65C19}","{FA553E4A-32C4-4874-AB53-EB753F4D03B6}"
"1ART08E","1ART08","Art Year 8 Sem 1E","Art Year 8 Sem 1","E","ARTS_VISUAL ARTS","ART","","","","{400A74E0-54E0-44C0-8F3D-ADA87E83F265}","{FA553E4A-32C4-4874-AB53-EB753F4D03B6}"
"1BEN107A","1BEN10","Entrepreneurship - Mini Business Year 10 Sem 1 Wed7A","Entrepreneurship - Mini Business Year 10 Sem 1 Wed","7A","HUMANITIES_BUSINESS GENERAL","BUS","","","","{DB52B1F2-6CA3-4CEC-9A17-604FA57A66CA}","{012D23ED-F6CD-4466-B7C2-62D010D6CC6E}"
"1BEN107B","1BEN10","Entrepreneurship - Mini Business Year 10 Sem 1 Wed7B","Entrepreneurship - Mini Business Year 10 Sem 1 Wed","7B","HUMANITIES_BUSINESS GENERAL","BUS","","","","{63AF7290-B13C-4E35-9225-7BA4D7ABE684}","{012D23ED-F6CD-4466-B7C2-62D010D6CC6E}"
"1BIO111","1BIO11","Biology Unit 1 VCE1","Biology Unit 1 VCE","1","SCIENCE_BIOLOGY","BIO","BI011","1","","{1B900354-721F-4BA6-A5FB-2ACC1B9D6898}","{DA3E4D94-FA62-49AA-8069-F28B1DBDEE25}"
"1BIO112","1BIO11","Biology Unit 1 VCE2","Biology Unit 1 VCE","2","SCIENCE_BIOLOGY","BIO","BI011","2","","{FB77187F-0AA0-427E-BD63-6F75B3E66B94}","{DA3E4D94-FA62-49AA-8069-F28B1DBDEE25}"
"1BIO121","1BIO12","Biology Unit 3 VCE1","Biology Unit 3 VCE","1","SCIENCE_BIOLOGY","BIO","BI033","1","","{448D50BD-4F4B-49C5-AC14-FA4C397624CA}","{DA3E4D94-FA62-49AA-8069-F28B1DBDEE25}"
"1BIO123","1BIO12","Biology Unit 3 VCE3","Biology Unit 3 VCE","3","SCIENCE_BIOLOGY","BIO","BI033","3","","{142FD663-83D0-4329-A3F4-335E55EA5A85}","{DA3E4D94-FA62-49AA-8069-F28B1DBDEE25}"
"1BUS111","1BUS11","Business Management Unit 1 VCE1","Business Management Unit 1 VCE","1","HUMANITIES_BUSINESS GENERAL","BUS","BM011","1","","{5D068C1D-DDA4-492C-8EA6-3B52961A668B}","{012D23ED-F6CD-4466-B7C2-62D010D6CC6E}"
"1BUS114","1BUS11","Business Management Unit 1 VCE4","Business Management Unit 1 VCE","4","HUMANITIES_BUSINESS GENERAL","BUS","BM011","4","","{E62E4DB8-1364-49EF-B7F0-84E1D79769BF}","{012D23ED-F6CD-4466-B7C2-62D010D6CC6E}"
"1BUS121","1BUS12","Business Management Unit 3 VCE1","Business Management Unit 3 VCE","1","HUMANITIES_BUSINESS GENERAL","BUS","BM033","1","","{16EFF401-0B99-488F-BD33-4A4D3F1E7CF0}","{012D23ED-F6CD-4466-B7C2-62D010D6CC6E}"
"1BUS122","1BUS12","Business Management Unit 3 VCE2","Business Management Unit 3 VCE","2","HUMANITIES_BUSINESS GENERAL","BUS","BM033","2","","{32DFCD10-4578-4DD8-94F6-2B3C4808FFA1}","{012D23ED-F6CD-4466-B7C2-62D010D6CC6E}"
"1BUS123","1BUS12","Business Management Unit 3 VCE3","Business Management Unit 3 VCE","3","HUMANITIES_BUSINESS GENERAL","BUS","BM033","3","","{1DC4E960-BA22-41FC-A0A2-B698D086144A}","{012D23ED-F6CD-4466-B7C2-62D010D6CC6E}"
"1CGC101","1CGC10","Global Consumers and Citizens Year 10 Sem 11","Global Consumers and Citizens Year 10 Sem 1","1","HUMANITIES_BUSINESS GENERAL","BUS","","","","{12122A5F-0C67-453B-B4D9-05CB018EC97F}","{012D23ED-F6CD-4466-B7C2-62D010D6CC6E}"
"1CGC102","1CGC10","Global Consumers and Citizens Year 10 Sem 12","Global Consumers and Citizens Year 10 Sem 1","2","HUMANITIES_BUSINESS GENERAL","BUS","","","","{8A33CDC5-560A-4F91-ADF3-40E0DDE5BF02}","{012D23ED-F6CD-4466-B7C2-62D010D6CC6E}"
"1CGC104","1CGC10","Global Consumers and Citizens Year 10 Sem 14","Global Consumers and Citizens Year 10 Sem 1","4","HUMANITIES_BUSINESS GENERAL","BUS","","","","{1ED2638D-BE09-488C-9B49-DB1A8C252C6F}","{012D23ED-F6CD-4466-B7C2-62D010D6CC6E}"
"1CGC105","1CGC10","Global Consumers and Citizens Year 10 Sem 15","Global Consumers and Citizens Year 10 Sem 1","5","HUMANITIES_BUSINESS GENERAL","BUS","","","","{7FD22815-1DCE-45AF-B94C-CEBE8D932D96}","{012D23ED-F6CD-4466-B7C2-62D010D6CC6E}"
"1CHM114","1CHM11","Chemistry Unit 1 VCE4","Chemistry Unit 1 VCE","4","SCIENCE_CHEMISTRY","CHM","CH011","4","","{5A37D0E7-C79B-4A51-B19D-44AEEABED27A}","{74E0A03D-8B2C-4CB0-B590-6DAE2A8DF37A}"
"1CHM123","1CHM12","Chemistry Unit 3 VCE3","Chemistry Unit 3 VCE","3","SCIENCE_CHEMISTRY","CHM","CH033","3","","{1B9930E9-1438-4B0F-A75D-85088031D457}","{74E0A03D-8B2C-4CB0-B590-6DAE2A8DF37A}"
"1DED118","1DED11","Distance Education Year 11 Sem 18","Distance Education Year 11 Sem 1","8","PCR","PCR","","","","{58700E01-0714-4F66-BD69-F00818F4C6C3}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1DED128","1DED12","Distance Education Year 12 Sem 18","Distance Education Year 12 Sem 1","8","PCR","PCR","","","","{641CD3E3-FB03-44A8-96B4-5E71736A5A02}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1DIG07B","1DIG07","Digital Technology Year 7 Sem 1B","Digital Technology Year 7 Sem 1","B","TECHNOLOGY_COMPUTER TECH","ITT","","","","{5C812870-9E46-4DF2-9BD4-1CD71B05F204}","{6AE28751-96DA-4AFC-AA0D-FE6B0D9354FE}"
"1DIG07D","1DIG07","Digital Technology Year 7 Sem 1D","Digital Technology Year 7 Sem 1","D","TECHNOLOGY_COMPUTER TECH","ITT","","","","{AB779438-6A70-4CA1-9D00-9BBE7EBE2E3C}","{6AE28751-96DA-4AFC-AA0D-FE6B0D9354FE}"
"1DIG095","1DIG09","Digital Technology Year 9 Sem 15","Digital Technology Year 9 Sem 1","5","TECHNOLOGY_COMPUTER TECH","ITT","","","","{B1602D5E-C41F-4C62-B254-3360A5664F80}","{6AE28751-96DA-4AFC-AA0D-FE6B0D9354FE}"
"1DRA07A","1DRA07","Drama Year 7 Sem 1A","Drama Year 7 Sem 1","A","ARTS_DRAMA","DRA","","","","{58A71C55-48D9-4759-8A33-8A0671D8775D}","{A5750A80-A969-433D-BFAC-E1239583BD52}"
"1DRA07C","1DRA07","Drama Year 7 Sem 1C","Drama Year 7 Sem 1","C","ARTS_DRAMA","DRA","","","","{52C19D37-5935-4500-B9B8-548AC9516193}","{A5750A80-A969-433D-BFAC-E1239583BD52}"
"1DRA07E","1DRA07","Drama Year 7 Sem 1E","Drama Year 7 Sem 1","E","ARTS_DRAMA","DRA","","","","{24A9D39A-3898-4673-8465-817538DF8B61}","{A5750A80-A969-433D-BFAC-E1239583BD52}"
"1DRA08B","1DRA08","Drama Year 8 Sem 1B","Drama Year 8 Sem 1","B","ARTS_DRAMA","DRA","","","","{9EA91629-4C7C-4E48-94C4-F888C31A01A6}","{A5750A80-A969-433D-BFAC-E1239583BD52}"
"1DRA08D","1DRA08","Drama Year 8 Sem 1D","Drama Year 8 Sem 1","D","ARTS_DRAMA","DRA","","","","{894DFF1C-8DDF-4D86-BC33-215D2DD13D7E}","{A5750A80-A969-433D-BFAC-E1239583BD52}"
"1DTS111","1DTS11","Theatre Studies Unit 1 VCE1","Theatre Studies Unit 1 VCE","1","ARTS_DRAMA","DRA","TS011","1","","{41B6E179-277F-49C7-A475-5DE0A268C754}","{A5750A80-A969-433D-BFAC-E1239583BD52}"
"1DTS121","1DTS12","Theatre Studies Unit 3 VCE1","Theatre Studies Unit 3 VCE","1","ARTS_DRAMA","DRA","TS033","1","","{A2B5001A-4DFC-4078-AAFA-6D58F8BEFC37}","{A5750A80-A969-433D-BFAC-E1239583BD52}"
"1EAL07D","1EAL07","English as an Additional Lang. Year 7 Sem 1D","English as an Additional Lang. Year 7 Sem 1","D","EAL_ENGLISH","EAL","","","","{15DCE01D-D029-44E9-92A7-529136ECB686}","{32D06A35-4650-474D-9A45-F6627FEF07F7}"
"1EAL08D","1EAL08","English as an Additional Lang. Year 8 Sem 1D","English as an Additional Lang. Year 8 Sem 1","D","EAL_ENGLISH","EAL","","","","{9194638A-F313-4931-8987-972A3457F90D}","{32D06A35-4650-474D-9A45-F6627FEF07F7}"
"1EAL096","1EAL09","English as an Additional Language Year 9 Sem 16","English as an Additional Language Year 9 Sem 1","6","EAL_ENGLISH","EAL","","","","{1B11DBBC-B733-41B0-95FC-5219C283993E}","{32D06A35-4650-474D-9A45-F6627FEF07F7}"
"1EAL106","1EAL10","English as an Additional Language Year 10 Sem 16","English as an Additional Language Year 10 Sem 1","6","EAL_ENGLISH","EAL","","","","{4C457F3E-40E5-4A79-A2F9-FA2D195A9863}","{32D06A35-4650-474D-9A45-F6627FEF07F7}"
"1EAL115","1EAL11","English as an Additional Lang. Unit 1 VCE5","English as an Additional Lang. Unit 1 VCE","5","EAL_ENGLISH","EAL","EN011","5","","{280C0CD4-3F3E-4643-BD65-A58041BB14C3}","{32D06A35-4650-474D-9A45-F6627FEF07F7}"
"1EAL125","1EAL12","English as an Additional Lang. Unit 3 VCE5","English as an Additional Lang. Unit 3 VCE","5","EAL_ENGLISH","EAL","EN093","5","","{5DF57CC1-1B0C-4B3D-A16B-CC2D0645E233}","{32D06A35-4650-474D-9A45-F6627FEF07F7}"
"1EHU01B","1EHU01","English Language Humanities Sem 1B","English Language Humanities Sem 1","B","EAL_ENGLISH","EAL","","","","{EBF1A538-9C29-4E5A-A733-37F562D4A4F6}","{32D06A35-4650-474D-9A45-F6627FEF07F7}"
"1EMA01B","1EMA01","English Language Mathematics Sem 1B","English Language Mathematics Sem 1","B","MATHS_MATHS","MTH","","","","{1499A2F9-296C-4431-8F5F-1A84BA8F6BF6}","{85ECC1FA-3E50-43D5-93E1-932E30F96764}"
"1ENG07A","1ENG07","English Year 7 Sem 1A","English Year 7 Sem 1","A","ENGLISH_ENGLISH","ENG","","","","{299F6069-CF76-4EDA-A0F1-3A6B6A6BB8FE}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG07B","1ENG07","English Year 7 Sem 1B","English Year 7 Sem 1","B","ENGLISH_ENGLISH","ENG","","","","{D9128A4B-07C4-47FD-9E2B-542E0349016D}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG07C","1ENG07","English Year 7 Sem 1C","English Year 7 Sem 1","C","ENGLISH_ENGLISH","ENG","","","","{3E2EC639-2EBA-4A08-A7A3-D46E47CD6618}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG07D","1ENG07","English Year 7 Sem 1D","English Year 7 Sem 1","D","ENGLISH_ENGLISH","ENG","","","","{5FED8997-257B-439C-863D-55990C1D6411}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG07E","1ENG07","English Year 7 Sem 1E","English Year 7 Sem 1","E","ENGLISH_ENGLISH","ENG","","","","{413F7BD4-D67B-40D1-A637-84ADA5C97B6C}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG08A","1ENG08","English Year 8 Sem 1A","English Year 8 Sem 1","A","ENGLISH_ENGLISH","ENG","","","","{7DD64247-5EAF-4DE1-83FE-BFEA2F0F44E1}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG08B","1ENG08","English Year 8 Sem 1B","English Year 8 Sem 1","B","ENGLISH_ENGLISH","ENG","","","","{DF71BF4E-8DA9-43CB-95C8-014B82C34782}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG08C","1ENG08","English Year 8 Sem 1C","English Year 8 Sem 1","C","ENGLISH_ENGLISH","ENG","","","","{79B5CC86-43B0-4AA5-B5FC-E6617E05636F}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG08D","1ENG08","English Year 8 Sem 1D","English Year 8 Sem 1","D","ENGLISH_ENGLISH","ENG","","","","{6F742463-D133-4526-8BED-4A4571F7B13C}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG08E","1ENG08","English Year 8 Sem 1E","English Year 8 Sem 1","E","ENGLISH_ENGLISH","ENG","","","","{F67160E5-BFD7-46F0-BE2B-A0E4BFC6EC1D}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG09A","1ENG09","English Year 9 Sem 1A","English Year 9 Sem 1","A","ENGLISH_ENGLISH","ENG","","","","{5CE52722-4D75-4169-A676-CFFD9882AE74}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG09B","1ENG09","English Year 9 Sem 1B","English Year 9 Sem 1","B","ENGLISH_ENGLISH","ENG","","","","{B7F4614D-9E88-407B-93CD-1A22A9B9B052}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG09C","1ENG09","English Year 9 Sem 1C","English Year 9 Sem 1","C","ENGLISH_ENGLISH","ENG","","","","{5CF077CA-C4A9-43F3-B7E0-E112900EB2D6}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG09D","1ENG09","English Year 9 Sem 1D","English Year 9 Sem 1","D","ENGLISH_ENGLISH","ENG","","","","{75208A00-4EA1-4392-9843-B436EEDE0E68}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG09E","1ENG09","English Year 9 Sem 1E","English Year 9 Sem 1","E","ENGLISH_ENGLISH","ENG","","","","{DC6FB2F7-EBF4-424A-9DB7-0CB5970DBFFF}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG09F","1ENG09","English Year 9 Sem 1F","English Year 9 Sem 1","F","ENGLISH_ENGLISH","ENG","","","","{DA2DBE4E-1EBD-40A1-931B-B81AB1DAB553}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG101","1ENG10","English Year 10 Sem 11","English Year 10 Sem 1","1","ENGLISH_ENGLISH","ENG","","","","{7186399F-B622-4B71-8481-31BA94A1F08D}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG102","1ENG10","English Year 10 Sem 12","English Year 10 Sem 1","2","ENGLISH_ENGLISH","ENG","","","","{A095B063-1D9E-4C2A-B645-8AED41771426}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG103A","1ENG10","English Year 10 Sem 13A","English Year 10 Sem 1","3A","ENGLISH_ENGLISH","ENG","","","","{9038AAB4-95E5-41F5-A1DA-AB4C480FC854}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG103B","1ENG10","English Year 10 Sem 13B","English Year 10 Sem 1","3B","ENGLISH_ENGLISH","ENG","","","","{59CBF148-66E6-4E54-8F37-BC2E45679308}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG104","1ENG10","English Year 10 Sem 14","English Year 10 Sem 1","4","ENGLISH_ENGLISH","ENG","","","","{A991B8D6-4745-4B69-A6B9-EB5000C36192}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG105","1ENG10","English Year 10 Sem 15","English Year 10 Sem 1","5","ENGLISH_ENGLISH","ENG","","","","{BEEC151E-FD1F-4233-81B6-CE77B53FB2E6}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG106","1ENG10","English Year 10 Sem 16","English Year 10 Sem 1","6","ENGLISH_ENGLISH","ENG","","","","{3A3E6F9E-4E00-4DCB-B453-8AE07D54DB1D}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG111","1ENG11","English Unit 1 VCE1","English Unit 1 VCE","1","ENGLISH_ENGLISH","ENG","EN011","1","","{658FA3D2-4396-48C9-93CD-A1A9B460A5CB}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG112","1ENG11","English Unit 1 VCE2","English Unit 1 VCE","2","ENGLISH_ENGLISH","ENG","EN011","2","","{09BAC9B5-3752-4946-A017-175993A115E1}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG114","1ENG11","English Unit 1 VCE4","English Unit 1 VCE","4","ENGLISH_ENGLISH","ENG","EN011","4","","{626FBB6C-63AC-4FDC-A2B4-F3B855F73411}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG115","1ENG11","English Unit 1 VCE5","English Unit 1 VCE","5","ENGLISH_ENGLISH","ENG","EN011","5","","{A4E72A43-D3A8-488D-AC39-A780FC6D7C6E}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG116","1ENG11","English Unit 1 VCE6","English Unit 1 VCE","6","ENGLISH_ENGLISH","ENG","EN011","6","","{51E8CA52-90DA-4BE8-85A6-B73D44ADD0F5}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG121","1ENG12","English Unit 3 VCE1","English Unit 3 VCE","1","ENGLISH_ENGLISH","ENG","EN013","1","","{DA71356B-D728-430E-BFEB-F510B6FB0072}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG122","1ENG12","English Unit 3 VCE2","English Unit 3 VCE","2","ENGLISH_ENGLISH","ENG","EN013","2","","{1F049F95-DFD7-4DE8-9F7E-7B7AB95A1155}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG123","1ENG12","English Unit 3 VCE3","English Unit 3 VCE","3","ENGLISH_ENGLISH","ENG","EN013","3","","{4CC702D1-3B24-436E-994D-A15E66417755}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG124","1ENG12","English Unit 3 VCE4","English Unit 3 VCE","4","ENGLISH_ENGLISH","ENG","EN013","4","","{D33F0FE1-1242-49FF-9405-506A275781BA}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
"1ENG125","1ENG12","English Unit 3 VCE5","English Unit 3 VCE","5","ENGLISH_ENGLISH","ENG","EN013","5","","{E84F404E-DD5D-4BA1-B676-A470BD76890D}","{F5632056-9EF1-43FF-AC03-C9D367034EE7}"
