"Faculty Name","Faculty Code","Teacher Code","Load Limit Min","Load Limit Max","FacultyGuid","TeacherGuid"
"LATE_SUPPORT","LATESUP","CRI","0","0","{D2C2F569-5405-4428-92A1-DBC03B71631E}","{528D6872-0302-4ABD-B82F-DD9A31848671}"
"LATE_SUPPORT","LATESUP","HLE","0","0","{D2C2F569-5405-4428-92A1-DBC03B71631E}","{06BDEDF9-1790-4533-A679-A047DDC6BEDE}"
"LATE_SUPPORT","LATESUP","KEJ","0","0","{D2C2F569-5405-4428-92A1-DBC03B71631E}","{5122526C-1FBC-4141-B395-8F9DD9973540}"
"LATE_SUPPORT","LATESUP","MCI","0","0","{D2C2F569-5405-4428-92A1-DBC03B71631E}","{F3C0B9A6-6083-4D8E-B1B8-E1BB0C2D37B3}"
"LATE_SUPPORT","LATESUP","OBR","0","0","{D2C2F569-5405-4428-92A1-DBC03B71631E}","{43FF0F89-9D3B-484B-ABAC-37167FF34678}"
"HUMANITIES_LEGAL","LEG","CNM","0","0","{361493C4-47FC-4E75-9B45-C41708393547}","{3B6AF5DE-9CB3-4643-8ABC-BB75DDF26E6F}"
"HUMANITIES_LEGAL","LEG","DYL","0","0","{361493C4-47FC-4E75-9B45-C41708393547}","{15F3EC69-EA61-49D3-AA8D-75D08BC3E7B8}"
"HUMANITIES_LEGAL","LEG","ZHK","0","0","{361493C4-47FC-4E75-9B45-C41708393547}","{4D507753-099A-450C-A812-D87CACEB29A1}"
"ARTS_MEDIA","MED","ADF","0","0","{0DD50198-45DA-4953-A877-A4CAB9DCFDE6}","{CA15CF69-04A3-4EF1-857C-1FB8196EF329}"
"ARTS_MEDIA","MED","GAM","0","0","{0DD50198-45DA-4953-A877-A4CAB9DCFDE6}","{16514A4B-8F47-451F-A8B4-B146F5DEE338}"
"ARTS_MEDIA","MED","SCO","0","0","{0DD50198-45DA-4953-A877-A4CAB9DCFDE6}","{FD96B827-3789-4AFF-89D0-76165BAECE52}"
"ARTS_MEDIA","MED","VID","0","0","{0DD50198-45DA-4953-A877-A4CAB9DCFDE6}","{87668229-91A8-4FD3-8866-FDA868C85FC0}"
"MATHS_MATHS","MTH","ARN","0","0","{85ECC1FA-3E50-43D5-93E1-932E30F96764}","{83D556DD-E5DE-479B-A681-DE60B2931BAA}"
"MATHS_MATHS","MTH","CHG","0","0","{85ECC1FA-3E50-43D5-93E1-932E30F96764}","{A31FA2DB-8F75-44C6-9891-82B1F6F772A4}"
"MATHS_MATHS","MTH","CRI","0","0","{85ECC1FA-3E50-43D5-93E1-932E30F96764}","{528D6872-0302-4ABD-B82F-DD9A31848671}"
"MATHS_MATHS","MTH","HLE","0","0","{85ECC1FA-3E50-43D5-93E1-932E30F96764}","{06BDEDF9-1790-4533-A679-A047DDC6BEDE}"
"MATHS_MATHS","MTH","MAN","0","0","{85ECC1FA-3E50-43D5-93E1-932E30F96764}","{9D91435C-C191-4ABD-8E85-A010410D9ED5}"
"MATHS_MATHS","MTH","MRE","0","0","{85ECC1FA-3E50-43D5-93E1-932E30F96764}","{FE9412D1-8BB0-4803-9623-B3ED7080EBBE}"
"MATHS_MATHS","MTH","NIC","0","0","{85ECC1FA-3E50-43D5-93E1-932E30F96764}","{62FD502E-C727-4835-813B-5855B3D77435}"
"MATHS_MATHS","MTH","OSH","0","0","{85ECC1FA-3E50-43D5-93E1-932E30F96764}","{CD139A28-5AC9-432E-B869-6500D242B328}"
"MATHS_MATHS","MTH","PEL","0","0","{85ECC1FA-3E50-43D5-93E1-932E30F96764}","{9A879E6D-03DE-4E6B-B9CF-5DCE9067BB1D}"
"MATHS_MATHS","MTH","PGE","0","0","{85ECC1FA-3E50-43D5-93E1-932E30F96764}","{0488C216-89A6-4EEF-82DC-0775F4E7052E}"
"MATHS_MATHS","MTH","RIG","0","0","{85ECC1FA-3E50-43D5-93E1-932E30F96764}","{9332A614-DF91-49BD-B906-2483EC98BCBF}"
"MATHS_MATHS","MTH","STY","0","0","{85ECC1FA-3E50-43D5-93E1-932E30F96764}","{561BBEC4-67AC-4426-91B4-DF10EA8D4093}"
"MATHS_MATHS","MTH","WAN","0","0","{85ECC1FA-3E50-43D5-93E1-932E30F96764}","{BA55FEAD-3CEA-4238-8566-277753E52271}"
"MATHS_MATHS","MTH","WHE","0","0","{85ECC1FA-3E50-43D5-93E1-932E30F96764}","{A410B90B-0677-4D90-9625-F32CFC477D59}"
"MATHS_MATHS","MTH","ZAH","0","0","{85ECC1FA-3E50-43D5-93E1-932E30F96764}","{77AB2C57-DB5D-4BE4-A822-77942DEFF211}"
"TECHNOLOGY_MATERIALS","MTR","MIR","0","0","{CBB0EA18-55A7-4461-8856-7AF9AE993A6A}","{0BAFB222-49D6-481A-B018-8CA786E66FEC}"
"ARTS_MUSIC","MUS","MAR","0","0","{A11E71B7-691E-49D1-8F3A-F03F18AD6F33}","{41B179B0-40FC-4775-892B-160A1B443EFB}"
"MYLNS_LITERACY","MYLNSLIT","ALL","0","0","{AAF3EE24-CAAF-41E2-B87F-CEEA0AB49FE1}","{B779FAD7-B226-4549-97F4-15E6022B2232}"
"MYLNS_LITERACY","MYLNSLIT","BAK","0","0","{AAF3EE24-CAAF-41E2-B87F-CEEA0AB49FE1}","{DDDBF5CC-5130-4439-A610-DB50B6586AFC}"
"MYLNS_LITERACY","MYLNSLIT","BII","0","0","{AAF3EE24-CAAF-41E2-B87F-CEEA0AB49FE1}","{41E620C4-B0F1-4079-9A4E-F892B018EACE}"
"MYLNS_LITERACY","MYLNSLIT","DYL","0","0","{AAF3EE24-CAAF-41E2-B87F-CEEA0AB49FE1}","{15F3EC69-EA61-49D3-AA8D-75D08BC3E7B8}"
"MYLNS_LITERACY","MYLNSLIT","HIN","0","0","{AAF3EE24-CAAF-41E2-B87F-CEEA0AB49FE1}","{352C7037-98BA-4002-A0B7-5AFEA9BB8CEC}"
"MYLNS_LITERACY","MYLNSLIT","KEJ","0","0","{AAF3EE24-CAAF-41E2-B87F-CEEA0AB49FE1}","{5122526C-1FBC-4141-B395-8F9DD9973540}"
"MYLNS_LITERACY","MYLNSLIT","MLM","0","0","{AAF3EE24-CAAF-41E2-B87F-CEEA0AB49FE1}","{D87C6C26-0049-4698-8BCE-D1AC1921CB5E}"
"MYLNS_LITERACY","MYLNSLIT","MMH","0","0","{AAF3EE24-CAAF-41E2-B87F-CEEA0AB49FE1}","{0B43B9CB-B165-4E07-BF44-4C7DAE17B4B9}"
"MYLNS_LITERACY","MYLNSLIT","VOU","0","0","{AAF3EE24-CAAF-41E2-B87F-CEEA0AB49FE1}","{D7EB2A28-2089-44B1-B14E-338E0AC487E3}"
"MYLNS_NUMERACY","MYLNSNUM","OSH","0","0","{F425D32F-1A80-4233-9451-0C041EF42A08}","{CD139A28-5AC9-432E-B869-6500D242B328}"
"MYLNS_NUMERACY","MYLNSNUM","PEL","0","0","{F425D32F-1A80-4233-9451-0C041EF42A08}","{9A879E6D-03DE-4E6B-B9CF-5DCE9067BB1D}"
"MYLNS_NUMERACY","MYLNSNUM","RIG","0","0","{F425D32F-1A80-4233-9451-0C041EF42A08}","{9332A614-DF91-49BD-B906-2483EC98BCBF}"
"MYLNS_NUMERACY","MYLNSNUM","ZAH","0","0","{F425D32F-1A80-4233-9451-0C041EF42A08}","{77AB2C57-DB5D-4BE4-A822-77942DEFF211}"
"PART TIME TEACHERS","PARTtime","CLA","0","0","{20AA139E-1325-47BC-AF33-85A17319BE78}","{B0520564-1ABC-4B84-BB24-43AA04D2E192}"
"PART TIME TEACHERS","PARTtime","CLK","0","0","{20AA139E-1325-47BC-AF33-85A17319BE78}","{A84C5BAB-EA9B-46ED-9C6C-FD899B57BF23}"
"PART TIME TEACHERS","PARTtime","CRI","0","0","{20AA139E-1325-47BC-AF33-85A17319BE78}","{528D6872-0302-4ABD-B82F-DD9A31848671}"
"PART TIME TEACHERS","PARTtime","FEL","0","0","{20AA139E-1325-47BC-AF33-85A17319BE78}","{A85C1117-91B5-487B-AC82-A7E117F91882}"
"PART TIME TEACHERS","PARTtime","FIT","0","0","{20AA139E-1325-47BC-AF33-85A17319BE78}","{FE6D7ECB-ED48-4872-8140-4CCE71FAA338}"
"PART TIME TEACHERS","PARTtime","GIB","0","0","{20AA139E-1325-47BC-AF33-85A17319BE78}","{FD728803-54DE-45AB-9813-96E17E2EF7A6}"
"PART TIME TEACHERS","PARTtime","HLE","0","0","{20AA139E-1325-47BC-AF33-85A17319BE78}","{06BDEDF9-1790-4533-A679-A047DDC6BEDE}"
"PART TIME TEACHERS","PARTtime","KEJ","0","0","{20AA139E-1325-47BC-AF33-85A17319BE78}","{5122526C-1FBC-4141-B395-8F9DD9973540}"
"PART TIME TEACHERS","PARTtime","KNO","0","0","{20AA139E-1325-47BC-AF33-85A17319BE78}","{1614F1E3-F6D5-4768-9C21-230876168BC0}"
"PART TIME TEACHERS","PARTtime","LIA","0","0","{20AA139E-1325-47BC-AF33-85A17319BE78}","{08D6C335-CC8C-42A9-8F3B-DD61F2C1E2E6}"
"PART TIME TEACHERS","PARTtime","MAN","0","0","{20AA139E-1325-47BC-AF33-85A17319BE78}","{9D91435C-C191-4ABD-8E85-A010410D9ED5}"
"PART TIME TEACHERS","PARTtime","MAR","0","0","{20AA139E-1325-47BC-AF33-85A17319BE78}","{41B179B0-40FC-4775-892B-160A1B443EFB}"
"PART TIME TEACHERS","PARTtime","SPK","0","0","{20AA139E-1325-47BC-AF33-85A17319BE78}","{D3AAA5AE-0223-4DC2-850A-A4D5FCBC3BDD}"
"PCR","PCR","ALL","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{B779FAD7-B226-4549-97F4-15E6022B2232}"
"PCR","PCR","ADF","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{CA15CF69-04A3-4EF1-857C-1FB8196EF329}"
"PCR","PCR","ARN","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{83D556DD-E5DE-479B-A681-DE60B2931BAA}"
"PCR","PCR","BAK","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{DDDBF5CC-5130-4439-A610-DB50B6586AFC}"
"PCR","PCR","BML","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{806DEB6D-03BE-4619-A0D8-FC88706529B3}"
"PCR","PCR","BII","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{41E620C4-B0F1-4079-9A4E-F892B018EACE}"
"PCR","PCR","CDS","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{DB00DEA4-0EE4-4B76-BD57-BD2C938F82F3}"
"PCR","PCR","CNM","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{3B6AF5DE-9CB3-4643-8ABC-BB75DDF26E6F}"
"PCR","PCR","CHA","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{34596AA2-3C61-4026-BDC8-25610C7649AA}"
"PCR","PCR","CHG","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{A31FA2DB-8F75-44C6-9891-82B1F6F772A4}"
"PCR","PCR","CLA","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{B0520564-1ABC-4B84-BB24-43AA04D2E192}"
"PCR","PCR","CLK","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{A84C5BAB-EA9B-46ED-9C6C-FD899B57BF23}"
"PCR","PCR","CRA","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{AB6843B2-7EAA-4E16-A860-DD0515FAE84B}"
"PCR","PCR","CRI","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{528D6872-0302-4ABD-B82F-DD9A31848671}"
"PCR","PCR","DYL","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{15F3EC69-EA61-49D3-AA8D-75D08BC3E7B8}"
"PCR","PCR","FEL","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{A85C1117-91B5-487B-AC82-A7E117F91882}"
"PCR","PCR","FEJ","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{40AD2993-D198-472C-996E-80E1EE35B8B3}"
"PCR","PCR","FIT","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{FE6D7ECB-ED48-4872-8140-4CCE71FAA338}"
"PCR","PCR","GAM","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{16514A4B-8F47-451F-A8B4-B146F5DEE338}"
"PCR","PCR","HIN","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{352C7037-98BA-4002-A0B7-5AFEA9BB8CEC}"
"PCR","PCR","HLE","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{06BDEDF9-1790-4533-A679-A047DDC6BEDE}"
"PCR","PCR","HOP","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{3FF650E7-1855-4BB3-9A51-05B6326CAE73}"
"PCR","PCR","HOY","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{F8D3DB52-F315-4CA7-ABA4-649249D8B40E}"
"PCR","PCR","KEJ","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{5122526C-1FBC-4141-B395-8F9DD9973540}"
"PCR","PCR","KNK","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{1F09A348-2416-4056-BD7C-208E535CD227}"
"PCR","PCR","LIA","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{08D6C335-CC8C-42A9-8F3B-DD61F2C1E2E6}"
"PCR","PCR","MAN","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{9D91435C-C191-4ABD-8E85-A010410D9ED5}"
"PCR","PCR","MAR","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{41B179B0-40FC-4775-892B-160A1B443EFB}"
"PCR","PCR","MLM","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{D87C6C26-0049-4698-8BCE-D1AC1921CB5E}"
"PCR","PCR","MAZ","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{A9B87346-C226-4659-B2FC-9431F72E64AB}"
"PCR","PCR","MIR","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{0BAFB222-49D6-481A-B018-8CA786E66FEC}"
"PCR","PCR","MRE","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{FE9412D1-8BB0-4803-9623-B3ED7080EBBE}"
"PCR","PCR","MMH","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{0B43B9CB-B165-4E07-BF44-4C7DAE17B4B9}"
"PCR","PCR","OBR","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{43FF0F89-9D3B-484B-ABAC-37167FF34678}"
"PCR","PCR","OHA","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{9C24F46D-B4DD-4132-AE3F-D57B95F5B503}"
"PCR","PCR","OSH","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{CD139A28-5AC9-432E-B869-6500D242B328}"
"PCR","PCR","PAL","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{6228AD9F-23F9-4C3C-A9EC-A2BB78ADC6A8}"
"PCR","PCR","PEL","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{9A879E6D-03DE-4E6B-B9CF-5DCE9067BB1D}"
"PCR","PCR","PGE","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{0488C216-89A6-4EEF-82DC-0775F4E7052E}"
"PCR","PCR","RIC","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{4D3E13DC-5D7B-4A9D-BE1D-50E0BD434A8F}"
"PCR","PCR","RIG","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{9332A614-DF91-49BD-B906-2483EC98BCBF}"
"PCR","PCR","SAN","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{56812F21-6BD0-4521-ADA1-903B05E60ED8}"
"PCR","PCR","SCO","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{FD96B827-3789-4AFF-89D0-76165BAECE52}"
"PCR","PCR","SMA","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{154265BE-27BD-455B-9C38-D18B83000A2A}"
"PCR","PCR","SMP","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{D15BAB4D-8A92-476B-8982-A571C1BDD487}"
"PCR","PCR","SPK","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{D3AAA5AE-0223-4DC2-850A-A4D5FCBC3BDD}"
"PCR","PCR","STY","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{561BBEC4-67AC-4426-91B4-DF10EA8D4093}"
"PCR","PCR","TSI","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{940569E0-0777-41AD-B2BB-E53D63829C2B}"
"PCR","PCR","VID","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{87668229-91A8-4FD3-8866-FDA868C85FC0}"
"PCR","PCR","VOU","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{D7EB2A28-2089-44B1-B14E-338E0AC487E3}"
"PCR","PCR","WAN","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{BA55FEAD-3CEA-4238-8566-277753E52271}"
"PCR","PCR","WEO","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{A0F99FC4-5F71-4977-AF50-185CCFDFB1A6}"
"PCR","PCR","WHE","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{A410B90B-0677-4D90-9625-F32CFC477D59}"
"PCR","PCR","WIL","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{9FE813AC-C499-495A-8B08-7FEE6C0ACC05}"
"PCR","PCR","YOU","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{1D342E8D-9F31-47BE-983A-84C9C23F0419}"
"PCR","PCR","ZAH","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{77AB2C57-DB5D-4BE4-A822-77942DEFF211}"
"PCR","PCR","ZHK","0","0","{FA72734B-1106-4897-80C6-A2FC310F8969}","{4D507753-099A-450C-A812-D87CACEB29A1}"
"HEALTHPED_PED","PED","ARN","0","0","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}","{83D556DD-E5DE-479B-A681-DE60B2931BAA}"
"HEALTHPED_PED","PED","BML","0","0","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}","{806DEB6D-03BE-4619-A0D8-FC88706529B3}"
"HEALTHPED_PED","PED","CDS","0","0","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}","{DB00DEA4-0EE4-4B76-BD57-BD2C938F82F3}"
"HEALTHPED_PED","PED","CRI","0","0","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}","{528D6872-0302-4ABD-B82F-DD9A31848671}"
"HEALTHPED_PED","PED","GIB","0","0","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}","{FD728803-54DE-45AB-9813-96E17E2EF7A6}"
"HEALTHPED_PED","PED","KNK","0","0","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}","{1F09A348-2416-4056-BD7C-208E535CD227}"
"HEALTHPED_PED","PED","LIA","0","0","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}","{08D6C335-CC8C-42A9-8F3B-DD61F2C1E2E6}"
"HEALTHPED_PED","PED","MLM","0","0","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}","{D87C6C26-0049-4698-8BCE-D1AC1921CB5E}"
"HEALTHPED_PED","PED","MAZ","0","0","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}","{A9B87346-C226-4659-B2FC-9431F72E64AB}"
"HEALTHPED_PED","PED","MRE","0","0","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}","{FE9412D1-8BB0-4803-9623-B3ED7080EBBE}"
"HEALTHPED_PED","PED","OHA","0","0","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}","{9C24F46D-B4DD-4132-AE3F-D57B95F5B503}"
"HEALTHPED_PED","PED","SAN","0","0","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}","{56812F21-6BD0-4521-ADA1-903B05E60ED8}"
"HEALTHPED_PED","PED","SMA","0","0","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}","{154265BE-27BD-455B-9C38-D18B83000A2A}"
"SCIENCE_PHYSICS","PHY","HOY","0","0","{2E1B153A-CE29-42CA-BDC7-A1A1171BBE9C}","{F8D3DB52-F315-4CA7-ABA4-649249D8B40E}"
"SCIENCE_PHYSICS","PHY","RIG","0","0","{2E1B153A-CE29-42CA-BDC7-A1A1171BBE9C}","{9332A614-DF91-49BD-B906-2483EC98BCBF}"
"SCIENCE_PHYSICS","PHY","WHE","0","0","{2E1B153A-CE29-42CA-BDC7-A1A1171BBE9C}","{A410B90B-0677-4D90-9625-F32CFC477D59}"
"SCIENCE_PSYCHOLOGY","PSY","CRA","0","0","{91FB4D8A-A9CA-4145-A19F-07F2F8F7E95D}","{AB6843B2-7EAA-4E16-A860-DD0515FAE84B}"
"SCIENCE_PSYCHOLOGY","PSY","MRE","0","0","{91FB4D8A-A9CA-4145-A19F-07F2F8F7E95D}","{FE9412D1-8BB0-4803-9623-B3ED7080EBBE}"
"SCIENCE_PSYCHOLOGY","PSY","PEL","0","0","{91FB4D8A-A9CA-4145-A19F-07F2F8F7E95D}","{9A879E6D-03DE-4E6B-B9CF-5DCE9067BB1D}"
"SCIENCE_SCIENCE JUNIOR","SCI","CHG","0","0","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}","{A31FA2DB-8F75-44C6-9891-82B1F6F772A4}"
"SCIENCE_SCIENCE JUNIOR","SCI","CDA","0","0","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}","{BD28E20E-C7ED-45E1-9A42-D92A7160AD16}"
"SCIENCE_SCIENCE JUNIOR","SCI","CRA","0","0","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}","{AB6843B2-7EAA-4E16-A860-DD0515FAE84B}"
"SCIENCE_SCIENCE JUNIOR","SCI","CRI","0","0","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}","{528D6872-0302-4ABD-B82F-DD9A31848671}"
"SCIENCE_SCIENCE JUNIOR","SCI","GIB","0","0","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}","{FD728803-54DE-45AB-9813-96E17E2EF7A6}"
"SCIENCE_SCIENCE JUNIOR","SCI","HOY","0","0","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}","{F8D3DB52-F315-4CA7-ABA4-649249D8B40E}"
"SCIENCE_SCIENCE JUNIOR","SCI","LIA","0","0","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}","{08D6C335-CC8C-42A9-8F3B-DD61F2C1E2E6}"
"SCIENCE_SCIENCE JUNIOR","SCI","MAN","0","0","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}","{9D91435C-C191-4ABD-8E85-A010410D9ED5}"
"SCIENCE_SCIENCE JUNIOR","SCI","NIC","0","0","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}","{62FD502E-C727-4835-813B-5855B3D77435}"
"SCIENCE_SCIENCE JUNIOR","SCI","OHA","0","0","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}","{9C24F46D-B4DD-4132-AE3F-D57B95F5B503}"
"SCIENCE_SCIENCE JUNIOR","SCI","PGE","0","0","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}","{0488C216-89A6-4EEF-82DC-0775F4E7052E}"
"SCIENCE_SCIENCE JUNIOR","SCI","RIG","0","0","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}","{9332A614-DF91-49BD-B906-2483EC98BCBF}"
"SCIENCE_SCIENCE JUNIOR","SCI","SMP","0","0","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}","{D15BAB4D-8A92-476B-8982-A571C1BDD487}"
"SCIENCE_SCIENCE JUNIOR","SCI","WAN","0","0","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}","{BA55FEAD-3CEA-4238-8566-277753E52271}"
"SCIENCE_SCIENCE JUNIOR","SCI","WHE","0","0","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}","{A410B90B-0677-4D90-9625-F32CFC477D59}"
"SCIENCE_SCIENCE JUNIOR","SCI","ZAH","0","0","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}","{77AB2C57-DB5D-4BE4-A822-77942DEFF211}"
"VCAL","VCAL","KNK","0","0","{954A7A22-B281-4676-9000-1986A03355F3}","{1F09A348-2416-4056-BD7C-208E535CD227}"
"VCAL","VCAL","MRE","0","0","{954A7A22-B281-4676-9000-1986A03355F3}","{FE9412D1-8BB0-4803-9623-B3ED7080EBBE}"
"VCAL","VCAL","STY","0","0","{954A7A22-B281-4676-9000-1986A03355F3}","{561BBEC4-67AC-4426-91B4-DF10EA8D4093}"
"VCAL","VCAL","VID","0","0","{954A7A22-B281-4676-9000-1986A03355F3}","{87668229-91A8-4FD3-8866-FDA868C85FC0}"
"VCAL","VCAL","ZAH","0","0","{954A7A22-B281-4676-9000-1986A03355F3}","{77AB2C57-DB5D-4BE4-A822-77942DEFF211}"
